0.22, 965
3.418, 967
6.609, 964
9.8, 968
12.999, 963
16.206, 963
19.406, 966
22.603, 964
25.813, 961
29.021, 964
32.22, 962
35.422, 959
38.624, 963
41.834, 961
45.039, 961
48.246, 962
51.453, 959
54.662, 960
57.866, 959
61.063, 955
64.272, 959
67.472, 957
70.672, 958
73.88, 956
77.081, 956
80.288, 954
83.485, 954
86.688, 955
89.889, 953
93.082, 951
96.29, 952
99.498, 953
102.706, 951
105.911, 953
109.121, 950
112.328, 952
115.531, 949
118.731, 950
121.926, 951
125.138, 950
128.33, 947
131.532, 947
134.732, 947
137.933, 946
141.133, 944
144.335, 943
147.535, 941
150.739, 946
153.93, 942
157.13, 948
160.338, 945
163.546, 942
166.757, 943
169.958, 940
173.166, 939
176.363, 938
179.571, 938
182.77, 943
185.972, 938
189.172, 944
192.373, 938
195.578, 937
198.78, 936
201.986, 939
205.182, 936
208.385, 937
211.579, 936
214.77, 932
217.972, 938
221.165, 932
224.366, 932
227.567, 935
230.77, 936
234.012, 932
237.24, 933
240.454, 935
243.674, 931
246.887, 934
250.086, 930
253.3, 933
256.509, 931
259.708, 930
262.905, 927
266.111, 930
269.32, 929
272.528, 931
275.727, 929
278.925, 931
282.121, 926
285.334, 925
288.541, 925
291.747, 925
294.941, 926
298.156, 922
301.37, 921
304.573, 925
307.775, 924
310.98, 924
314.177, 919
317.376, 921
320.59, 919
323.79, 918
326.995, 917
330.19, 919
333.395, 920
336.599, 920
339.801, 916
343.013, 917
346.214, 916
349.414, 916
352.627, 917
355.824, 914
359.03, 917
362.231, 914
365.445, 915
368.641, 914
371.845, 911
375.043, 914
378.253, 909
381.444, 911
384.646, 910
387.855, 912
391.063, 909
394.274, 912
397.483, 910
400.688, 909
403.891, 908
407.097, 911
410.309, 915
413.521, 911
416.715, 912
419.917, 916
423.11, 908
426.311, 909
429.52, 909
432.732, 907
435.94, 907
439.142, 911
442.343, 907
445.546, 911
448.745, 908
451.939, 906
455.13, 908
458.338, 907
461.543, 909
464.741, 906
467.944, 905
471.142, 904
474.347, 902
477.566, 904
480.765, 901
483.967, 904
487.165, 900
490.383, 908
493.597, 906
496.794, 898
499.993, 900
503.199, 899
506.412, 897
509.614, 897
512.82, 897
516.026, 901
519.223, 900
522.426, 897
525.634, 901
528.838, 895
532.039, 898
535.244, 896
538.459, 898
541.661, 895
544.867, 895
548.079, 893
551.288, 894
554.491, 893
557.693, 893
560.901, 892
564.116, 894
567.33, 890
570.535, 894
573.746, 890
576.955, 888
580.166, 889
583.375, 888
586.581, 887
589.784, 890
592.989, 885
596.198, 887
599.402, 886
602.604, 889
605.8, 883
609.004, 887
612.2, 886
615.396, 883
618.598, 881
621.8, 881
625.004, 881
628.201, 879
631.412, 879
634.614, 879
637.819, 878
641.018, 876
644.221, 872
647.422, 873
650.63, 874
653.835, 874
657.03, 873
660.243, 871
663.439, 873
666.647, 872
669.842, 869
673.049, 868
676.255, 869
679.454, 868
682.657, 867
685.861, 870
689.062, 866
692.263, 866
695.464, 873
698.679, 867
701.871, 865
705.08, 870
708.283, 865
711.486, 864
714.701, 864
717.902, 866
721.097, 865
724.293, 863
727.484, 863
730.679, 862
733.873, 860
737.077, 860
740.277, 859
743.479, 862
746.683, 859
749.879, 860
753.078, 859
756.284, 856
759.489, 857
762.697, 861
765.914, 853
769.113, 856
772.307, 853
775.505, 854
778.721, 855
781.918, 861
785.121, 856
788.325, 852
791.532, 856
794.724, 853
797.927, 854
801.132, 853
804.322, 852
807.523, 850
810.724, 849
813.928, 849
817.13, 849
820.334, 847
823.535, 847
826.747, 846
829.941, 847
833.154, 849
836.353, 845
839.561, 850
842.753, 849
845.954, 845
849.161, 844
852.365, 842
855.568, 844
858.77, 841
861.972, 843
865.171, 841
868.369, 845
871.587, 839
874.788, 838
877.981, 844
881.19, 839
884.392, 841
887.596, 835
890.799, 836
893.997, 838
897.2, 839
900.391, 834
903.59, 837
906.795, 834
909.996, 833
913.198, 838
916.394, 834
919.595, 833
922.806, 832
926.01, 834
929.216, 830
932.424, 830
935.617, 830
938.809, 829
942.002, 831
945.194, 828
948.404, 826
951.606, 826
954.815, 826
958.009, 826
